"";"pred";"obs"
"173";1;170800
"174";1;124400
"175";1;170400
"176";1;225000
"177";1;282700
"178";1;215800
"179";1;312500
"180";1;210800
"181";1;142300
"182";1;196300
"183";1;178400
"184";1;205500
"185";1;162500
"186";1;65800
"187";1;314300
"188";1;73800
"189";1;411200
"190";1;121400
"191";1;500001
"192";1;112500
"193";1;248900
"194";1;275000
"195";1;95500
"196";1;63100
"197";1;82400
"198";1;500001
"199";1;206500
"200";1;212300
"201";1;120700
"202";1;333300
"203";1;55100
"204";1;414600
"205";1;213200
"206";1;171500
"207";1;103800
"208";1;134200
"209";1;392900
"210";1;233200
"211";1;213100
"212";1;183300
"213";1;198400
"214";1;483700
"215";1;104800
"216";1;161100
"217";1;155700
"218";1;242600
"219";1;371700
"220";1;285300
"221";1;139100
"222";1;78800
"223";1;160000
"224";1;287500
"225";1;165100
"226";1;235500
"227";1;229800
"228";1;143200
"229";1;500001
"230";1;108700
"231";1;123200
"232";1;261800
"233";1;125000
"234";1;193800
"235";1;125000
"236";1;152800
"237";1;335500
"238";1;500001
"239";1;320100
"240";1;264400
"241";1;105600
"242";1;350700
"243";1;134700
"244";1;114000
"245";1;158700
"246";1;443800
"247";1;197200
"248";1;162700
"249";1;234600
"250";1;324200
"251";1;173400
"252";1;63000
"253";1;55000
"254";1;87500
"255";1;64800
"256";1;103000
"257";1;292900
"258";1;165800
"259";1;442900
"260";1;409800
"261";1;137500
"262";1;146400
"263";1;405400
"264";1;206800
"265";1;115600
"266";1;500001
"267";1;77900
"268";1;140800
"269";1;186500
"270";1;162500
"271";1;90800
"272";1;158700
"273";1;142100
"274";1;416500
"275";1;316200
"276";1;88200
"277";1;105800
"278";1;193000
"279";1;487000
"280";1;143100
"281";1;189000
"282";1;237100
"283";1;415000
"284";1;157600
"285";1;72900
"286";1;91600
"287";1;230400
"288";1;186200
"289";1;398800
"290";1;139200
"291";1;142100
"292";1;130500
"293";1;229800
"294";1;320700
"295";1;393800
"296";1;210200
"297";1;5e+05
"298";1;101100
"299";1;500001
"300";1;500001
"301";1;187500
"302";1;164300
"303";1;167000
"304";1;274100
"305";1;145700
"306";1;274000
"307";1;282100
"308";1;112500
"309";1;119000
"310";1;153200
"311";1;82400
"312";1;59300
"313";1;69000
"314";1;332800
"315";1;135600
"316";1;134500
"317";1;359300
"318";1;500001
"319";1;112500
"320";1;84200
"321";1;139700
"322";1;196200
"323";1;165900
"324";1;237700
"325";1;208300
"326";1;306300
"327";1;137500
"328";1;164000
"329";1;218600
"330";1;341300
"331";1;64000
"332";1;500001
"333";1;199900
"334";1;141700
"335";1;97900
"336";1;111600
"337";1;127300
"338";1;500001
"339";1;185700
"340";1;237000
"341";1;231800
"342";1;116700
"343";1;301700
"344";1;216900
"345";1;192000
"346";1;143500
"347";1;176100
"348";1;207000
"349";1;178600
"350";1;231300
"351";1;195300
"352";1;91500
"353";1;114500
"354";1;71300
"355";1;97500
"356";1;164400
"357";1;187500
"358";1;148000
"359";1;183300
"360";1;143400
"361";1;500001
"362";1;266400
"363";1;210900
"364";1;343900
"365";1;89900
"366";1;119900
"367";1;294500
"368";1;135500
"369";1;97800
"370";1;210000
"371";1;229800
"372";1;241000
"373";1;116900
"374";1;172800
"375";1;2e+05
"376";1;265300
"377";1;53800
"378";1;51400
"379";1;253900
"380";1;244200
"381";1;288200
"382";1;227300
"383";1;125700
"384";1;326500
"385";1;107500
"386";1;385900
"387";1;115300
"388";1;172000
"389";1;500001
"390";1;196100
"391";1;48100
"392";1;90400
"393";1;115000
"394";1;243200
"395";1;334600
"396";1;60700
"397";1;500001
"398";1;132000
"399";1;46700
"400";1;106300
"401";1;202800
"402";1;213500
"403";1;202400
"404";1;226700
"405";1;158500
"406";1;500001
"407";1;161900
"408";1;104500
"409";1;340600
"410";1;250000
"411";1;98000
"412";1;167200
"413";1;212300
"414";1;99100
"415";1;125000
"416";1;317900
"417";1;365900
"418";1;500001
"419";1;337000
"420";1;129800
"421";1;48100
"422";1;190300
"423";1;161800
"424";1;211500
"425";1;360600
"426";1;500001
"427";1;222100
"428";1;181900
"429";1;302900
"430";1;55600
"431";1;216700
"432";1;375700
"433";1;162500
"434";1;394000
"435";1;150000
"436";1;236000
"437";1;343700
"438";1;225000
"439";1;204200
"440";1;84700
"441";1;268200
"442";1;124300
"443";1;70000
"444";1;279300
"445";1;56600
"446";1;126500
"447";1;278100
"448";1;366700
"449";1;222800
"450";1;228100
"451";1;163100
"452";1;104200
"453";1;94400
"454";1;140300
"455";1;187500
"456";1;169300
"457";1;172700
"458";1;139600
"459";1;164700
"460";1;91400
"461";1;258100
"462";1;437900
"463";1;221700
"464";1;388300
"465";1;161200
"466";1;182100
"467";1;273100
"468";1;77400
"469";1;310900
"470";1;129400
"471";1;81700
"472";1;182900
"473";1;93200
"474";1;113500
"475";1;224400
"476";1;61100
"477";1;500001
"478";1;124600
"479";1;109700
"480";1;43700
"481";1;192200
"482";1;138700
"483";1;82800
"484";1;179100
"485";1;94500
"486";1;74300
"487";1;140000
"488";1;160000
"489";1;282500
"490";1;114800
"491";1;283200
"492";1;216900
"493";1;278800
"494";1;252600
"495";1;211800
"496";1;58600
"497";1;95200
"498";1;127100
"499";1;94200
"500";1;112500
"501";1;258000
"502";1;259800
"503";1;94600
"504";1;108300
"505";1;234500
"506";1;110800
"507";1;450000
"508";1;253400
"509";1;62000
"510";1;139800
"511";1;61200
"512";1;369400
"513";1;279900
"514";1;194700
"515";1;141900
"516";1;436100
"517";1;357300
"518";1;237900
"519";1;353100
"520";1;500001
"521";1;104200
"522";1;166100
"523";1;138100
"524";1;111100
"525";1;106300
"526";1;263600
"527";1;346900
"528";1;82000
"529";1;122500
"530";1;340900
"531";1;265200
"532";1;189600
"533";1;270100
"534";1;62800
"535";1;248000
"536";1;110500
"537";1;500001
"538";1;1e+05
"539";1;118500
"540";1;175000
"541";1;238700
"542";1;173800
"543";1;225000
"544";1;129300
"545";1;170700
"546";1;173800
"547";1;146800
"548";1;221000
"549";1;500001
"550";1;264100
"551";1;500001
"552";1;283600
"553";1;102500
"554";1;138200
"555";1;52500
"556";1;252700
"557";1;220000
"558";1;287500
"559";1;88400
"560";1;196900
"561";1;332500
"562";1;186700
"563";1;500001
"564";1;99300
"565";1;75800
"566";1;225400
"567";1;217500
"568";1;165500
"569";1;217900
"570";1;187300
"571";1;234000
"572";1;181400
"573";1;90400
"574";1;109000
"575";1;228700
"576";1;157600
"577";1;312700
"578";1;213200
"579";1;315600
"580";1;2e+05
"581";1;78800
"582";1;128900
"583";1;182100
"584";1;102800
"585";1;210000
"586";1;287100
"587";1;143800
"588";1;216300
"589";1;109300
"590";1;193800
"591";1;164000
"592";1;500001
"593";1;311900
"594";1;112500
"595";1;250200
"596";1;123400
"597";1;377200
"598";1;500001
"599";1;212300
"600";1;67300
"601";1;339300
"602";1;64100
"603";1;174800
"604";1;500001
"605";1;500001
"606";1;220600
"607";1;358700
"608";1;227000
"609";1;55000
"610";1;140600
"611";1;213800
"612";1;500001
"613";1;118800
"614";1;150400
"615";1;352700
"616";1;153300
"617";1;276600
"618";1;114800
"619";1;259500
"620";1;166000
"621";1;221000
"622";1;102500
"623";1;136100
"624";1;210500
"625";1;57400
"626";1;198400
"627";1;225000
"628";1;140300
"629";1;98500
"630";1;161700
"631";1;218700
"632";1;116800
"633";1;126900
"634";1;362200
"635";1;122800
"636";1;285000
"637";1;1e+05
"638";1;117300
"639";1;177900
"640";1;290600
"641";1;323600
"642";1;154600
"643";1;267100
"644";1;106700
"645";1;154300
"646";1;500001
"647";1;232500
"648";1;138100
"649";1;124000
"650";1;61300
"651";1;217900
"652";1;198800
"653";1;103100
"654";1;214000
"655";1;69400
"656";1;86300
"657";1;410000
"658";1;175800
"659";1;187500
"660";1;500001
"661";1;175000
"662";1;79900
"663";1;384700
"664";1;208300
"665";1;280500
"666";1;272700
"667";1;131300
"668";1;436400
"669";1;187300
"670";1;162200
"671";1;109800
"672";1;177800
"673";1;166700
"674";1;453400
"675";1;343200
"676";1;150200
"677";1;135200
"678";1;57900
"679";1;202500
"680";1;210100
"681";1;196000
"682";1;234600
"683";1;137500
"684";1;257100
"685";1;255000
"686";1;270400
"687";1;293500
"688";1;500001
"689";1;155600
"690";1;53100
"691";1;314700
"692";1;275000
"693";1;179700
"694";1;187500
"695";1;250000
"696";1;500001
"697";1;466700
"698";1;197400
"699";1;183800
"700";1;146900
"701";1;162500
"702";1;283000
"703";1;289900
"704";1;185100
"705";1;500001
"706";1;372000
"707";1;195000
"708";1;162500
"709";1;115000
"710";1;139400
"711";1;192600
"712";1;218400
"713";1;390800
"714";1;189800
"715";1;273300
"716";1;394400
"717";1;109800
"718";1;160400
"719";1;228800
"720";1;386100
"721";1;218000
"722";1;58100
"723";1;296100
"724";1;164400
"725";1;500001
"726";1;500001
"727";1;195300
"728";1;183900
"729";1;153100
"730";1;141800
"731";1;141500
"732";1;137500
"733";1;180300
"734";1;216400
"735";1;154800
"736";1;65600
"737";1;210100
"738";1;217700
"739";1;137200
"740";1;160300
"741";1;337800
"742";1;144300
"743";1;293900
"744";1;350000
"745";1;67200
"746";1;361400
"747";1;271300
"748";1;377300
"749";1;167000
"750";1;267000
"751";1;339000
"752";1;136300
"753";1;129300
"754";1;71300
"755";1;55300
"756";1;208100
"757";1;135200
"758";1;128600
"759";1;57400
"760";1;378000
"761";1;262500
"762";1;164600
"763";1;373100
"764";1;51500
"765";1;74200
"766";1;335200
"767";1;147500
"768";1;116200
"769";1;142900
"770";1;197500
"771";1;332200
"772";1;113500
"773";1;385300
"774";1;223000
"775";1;344400
"776";1;411300
"777";1;66100
"778";1;136400
"779";1;72900
"780";1;359500
"781";1;104200
"782";1;143500
"783";1;298300
"784";1;74300
"785";1;322800
"786";1;247600
"787";1;190100
"788";1;250000
"789";1;340100
"790";1;67500
"791";1;238900
"792";1;166700
"793";1;166300
"794";1;191100
"795";1;163000
"796";1;356800
"797";1;51600
"798";1;126500
"799";1;213500
"800";1;239200
"801";1;270800
"802";1;263800
"803";1;129400
"804";1;357900
"805";1;370800
"806";1;130600
"807";1;137200
"808";1;190600
"809";1;345800
"810";1;169700
"811";1;104800
"812";1;255200
"813";1;121900
"814";1;93800
"815";1;190800
"816";1;115800
"817";1;81500
"818";1;140700
"819";1;212500
"820";1;383900
"821";1;177500
"822";1;111900
"823";1;263700
"824";1;218200
"825";1;312500
"826";1;69400
"827";1;452100
"828";1;431800
"829";1;290500
"830";1;59000
"831";1;194100
"832";1;56000
"833";1;94100
"834";1;500001
"835";1;234100
"836";1;350000
"837";1;500001
"838";1;86500
"839";1;87200
"840";1;123400
"841";1;131900
"842";1;69800
"843";1;186800
"844";1;68800
"845";1;84000
"846";1;201000
"847";1;187300
"848";1;107800
"849";1;188000
"850";1;62100
"851";1;193800
"852";1;68900
"853";1;98700
"854";1;66700
"855";1;302100
"856";1;83100
"857";1;398600
"858";1;237400
"859";1;94600
"860";1;171000
"861";1;221100
"862";1;287500
"863";1;500001
"864";1;72300
"865";1;168800
"866";1;127900
"867";1;280300
"868";1;146400
"869";1;176800
"870";1;59800
"871";1;53900
"872";1;209500
"873";1;285500
"874";1;77500
"875";1;1e+05
"876";1;78400
"877";1;52800
"878";1;272000
"879";1;145700
"880";1;216000
"881";1;291500
"882";1;119300
"883";1;196800
"884";1;186800
"885";1;128700
"886";1;144400
"887";1;175000
"888";1;57500
"889";1;55300
"890";1;235200
"891";1;96600
"892";1;500001
"893";1;186100
"894";1;267800
"895";1;304700
"896";1;179200
"897";1;159800
"898";1;88400
"899";1;66000
"900";1;234100
"901";1;316800
"902";1;97800
"903";1;253500
"904";1;159600
"905";1;171100
"906";1;77100
"907";1;62200
"908";1;141700
"909";1;81500
"910";1;95300
"911";1;191100
"912";1;204100
"913";1;157300
"914";1;165000
"915";1;108500
"916";1;220100
"917";1;127300
"918";1;139100
"919";1;57600
"920";1;104000
"921";1;111500
"922";1;187500
"923";1;221000
"924";1;254700
"925";1;55000
"926";1;133000
"927";1;158700
"928";1;4e+05
"929";1;108200
"930";1;137500
"931";1;137000
"932";1;127300
"933";1;131300
"934";1;138000
"935";1;209100
"936";1;485000
"937";1;191700
"938";1;328000
"939";1;383300
"940";1;134100
"941";1;265700
"942";1;257500
"943";1;189100
"944";1;175000
"945";1;97300
"946";1;106300
"947";1;163700
"948";1;202600
"949";1;124100
"950";1;330000
"951";1;178700
"952";1;61200
"953";1;182300
"954";1;96700
"955";1;202000
"956";1;218100
"957";1;54200
"958";1;234600
"959";1;97900
"960";1;157700
"961";1;293800
"962";1;113000
"963";1;81300
"964";1;134600
"965";1;82500
"966";1;130000
"967";1;149500
"968";1;212500
"969";1;190000
"970";1;75000
"971";1;166100
"972";1;72000
"973";1;199300
"974";1;244400
"975";1;93800
"976";1;105900
"977";1;79800
"978";1;275000
"979";1;168100
"980";1;95300
"981";1;118100
"982";1;168100
"983";1;171300
"984";1;142700
"985";1;90700
"986";1;310900
"987";1;200600
"988";1;117900
"989";1;207900
"990";1;240900
"991";1;163400
"992";1;131000
"993";1;199100
"994";1;500001
"995";1;135600
"996";1;45000
"997";1;397500
"998";1;500001
"999";1;181400
"1000";1;200800
"1001";1;179100
"1002";1;188700
"1003";1;97500
"1004";1;162500
"1005";1;123800
"1006";1;271200
"1007";1;66000
"1008";1;280600
"1009";1;121700
"1010";1;500001
"1011";1;141700
"1012";1;500001
"1013";1;172500
"1014";1;216600
"1015";1;333600
"1016";1;307000
"1017";1;179800
"1018";1;185200
"1019";1;204200
"1020";1;194100
"1021";1;184100
"1022";1;108900
"1023";1;86200
"1024";1;223000
"1025";1;242900
"1026";1;271900
"1027";1;185000
"1028";1;184700
"1029";1;192200
"1030";1;123600
"1031";1;287200
"1032";1;96500
"1033";1;60800
"1034";1;3e+05
"1035";1;500001
"1036";1;243200
"1037";1;322300
"1038";1;500001
"1039";1;450000
"1040";1;231300
"1041";1;158300
"1042";1;226000
"1043";1;93100
"1044";1;137500
"1045";1;159900
"1046";1;169000
"1047";1;270800
"1048";1;67500
"1049";1;143100
"1050";1;309200
"1051";1;500001
"1052";1;287000
"1053";1;247600
"1054";1;225600
"1055";1;109800
"1056";1;69600
"1057";1;164200
"1058";1;52300
"1059";1;203000
"1060";1;75500
"1061";1;500001
"1062";1;397500
"1063";1;104200
"1064";1;147100
"1065";1;162700
"1066";1;169500
"1067";1;151500
"1068";1;104200
"1069";1;258000
"1070";1;107800
"1071";1;118500
"1072";1;89500
"1073";1;235100
"1074";1;315600
"1075";1;111100
"1076";1;203400
"1077";1;386800
"1078";1;290800
"1079";1;89200
"1080";1;500001
"1081";1;436800
"1082";1;123400
"1083";1;166300
"1084";1;139300
"1085";1;228200
"1086";1;209500
"1087";1;245700
"1088";1;209200
"1089";1;89500
"1090";1;232700
"1091";1;154000
"1092";1;500001
"1093";1;269900
"1094";1;140200
"1095";1;97200
"1096";1;325000
"1097";1;500001
"1098";1;136000
"1099";1;111500
"1100";1;86300
"1101";1;157200
"1102";1;249500
"1103";1;89900
"1104";1;85400
"1105";1;122400
"1106";1;156000
"1107";1;162500
"1108";1;326600
"1109";1;105200
"1110";1;161900
"1111";1;125800
"1112";1;281300
"1113";1;208300
"1114";1;246000
"1115";1;138800
"1116";1;86000
"1117";1;131900
"1118";1;138800
"1119";1;395300
"1120";1;114000
"1121";1;275900
"1122";1;367400
"1123";1;77100
"1124";1;233300
"1125";1;225000
"1126";1;95800
"1127";1;88600
"1128";1;211800
"1129";1;87500
"1130";1;196600
"1131";1;152900
"1132";1;396000
"1133";1;276100
"1134";1;197100
"1135";1;143300
"1136";1;133500
"1137";1;500001
"1138";1;63900
"1139";1;170800
"1140";1;180400
"1141";1;169300
"1142";1;165500
"1143";1;500001
"1144";1;74800
"1145";1;113500
"1146";1;299000
"1147";1;105800
"1148";1;500001
"1149";1;338800
"1150";1;318800
"1151";1;182500
"1152";1;171800
"1153";1;417900
"1154";1;189900
"1155";1;288700
"1156";1;134400
"1157";1;225000
"1158";1;153900
"1159";1;179300
"1160";1;1e+05
"1161";1;96600
"1162";1;343100
"1163";1;275000
"1164";1;216600
"1165";1;208400
"1166";1;169900
"1167";1;109800
"1168";1;119300
"1169";1;353100
"1170";1;154200
"1171";1;91800
"1172";1;268800
"1173";1;136400
"1174";1;138200
"1175";1;213200
"1176";1;500001
"1177";1;157500
"1178";1;79200
"1179";1;417800
"1180";1;186300
"1181";1;217600
"1182";1;286000
"1183";1;107600
"1184";1;290900
"1185";1;348100
"1186";1;311100
"1187";1;152600
"1188";1;158100
"1189";1;137500
"1190";1;267600
"1191";1;500001
"1192";1;55900
"1193";1;230900
"1194";1;341800
"1195";1;326700
"1196";1;500001
"1197";1;91900
"1198";1;224500
"1199";1;129900
"1200";1;444300
"1201";1;153000
"1202";1;60900
"1203";1;116800
"1204";1;135400
"1205";1;162500
"1206";1;144800
"1207";1;70500
"1208";1;209400
"1209";1;128100
"1210";1;180400
"1211";1;352400
"1212";1;171200
"1213";1;173900
"1214";1;181900
"1215";1;318600
"1216";1;137500
"1217";1;139600
"1218";1;202600
"1219";1;366000
"1220";1;164300
"1221";1;192300
"1222";1;102300
"1223";1;109400
"1224";1;97400
"1225";1;265100
"1226";1;335000
"1227";1;5e+05
"1228";1;315800
"1229";1;96000
"1230";1;179500
"1231";1;59300
"1232";1;71300
"1233";1;268900
"1234";1;189900
"1235";1;97500
"1236";1;218400
"1237";1;286800
"1238";1;93200
"1239";1;387800
"1240";1;417600
"1241";1;48900
"1242";1;325900
"1243";1;115900
"1244";1;168800
"1245";1;163400
"1246";1;325900
"1247";1;362500
"1248";1;87500
"1249";1;330800
"1250";1;402600
"1251";1;222700
"1252";1;168300
"1253";1;78900
"1254";1;312600
"1255";1;265100
"1256";1;228100
"1257";1;234100
"1258";1;150000
"1259";1;166700
"1260";1;139200
"1261";1;89400
"1262";1;136100
"1263";1;500001
"1264";1;140600
"1265";1;79200
"1266";1;57500
"1267";1;167900
"1268";1;272000
"1269";1;175000
"1270";1;225200
"1271";1;236400
"1272";1;91900
"1273";1;213300
"1274";1;292600
"1275";1;137500
"1276";1;155300
"1277";1;314000
"1278";1;160200
"1279";1;220900
"1280";1;137500
"1281";1;201200
"1282";1;251800
"1283";1;201400
"1284";1;89000
"1285";1;146900
"1286";1;114400
"1287";1;500001
"1288";1;220300
"1289";1;58300
"1290";1;327300
"1291";1;108900
"1292";1;124000
"1293";1;204200
"1294";1;289900
"1295";1;155500
"1296";1;172100
"1297";1;227800
"1298";1;150000
"1299";1;166800
"1300";1;196300
"1301";1;128500
"1302";1;192000
"1303";1;295600
"1304";1;74100
"1305";1;268400
"1306";1;139000
"1307";1;228500
"1308";1;134600
"1309";1;108000
"1310";1;500001
"1311";1;150000
"1312";1;211900
"1313";1;165800
"1314";1;195300
"1315";1;416700
"1316";1;95000
"1317";1;181700
"1318";1;198900
"1319";1;289000
"1320";1;144100
"1321";1;247800
"1322";1;204000
"1323";1;162000
"1324";1;265200
"1325";1;348900
"1326";1;115800
"1327";1;123700
"1328";1;283300
"1329";1;135600
"1330";1;196400
"1331";1;500001
"1332";1;233200
"1333";1;492900
"1334";1;232000
"1335";1;500001
"1336";1;90200
"1337";1;236300
"1338";1;116000
"1339";1;139800
"1340";1;229600
"1341";1;321800
"1342";1;97200
"1343";1;52500
"1344";1;232500
"1345";1;335000
"1346";1;500001
"1347";1;36600
"1348";1;500001
"1349";1;181000
"1350";1;339400
"1351";1;69300
"1352";1;345000
"1353";1;2e+05
"1354";1;362500
"1355";1;93800
"1356";1;111600
"1357";1;201100
"1358";1;298200
"1359";1;219500
"1360";1;76600
"1361";1;148700
"1362";1;500001
"1363";1;147900
"1364";1;258200
"1365";1;2e+05
"1366";1;128300
"1367";1;227900
"1368";1;285200
"1369";1;77700
"1370";1;184800
"1371";1;341900
"1372";1;231700
"1373";1;144300
"1374";1;113900
"1375";1;500001
"1376";1;150600
"1377";1;193000
"1378";1;163200
"1379";1;265100
"1380";1;306000
"1381";1;175900
"1382";1;116300
"1383";1;368400
"1384";1;230400
"1385";1;169500
"1386";1;319200
"1387";1;239900
"1388";1;175900
"1389";1;246400
"1390";1;119800
"1391";1;195400
"1392";1;500001
"1393";1;121000
"1394";1;121900
"1395";1;136800
"1396";1;415300
"1397";1;199600
"1398";1;110800
"1399";1;178100
"1400";1;125000
"1401";1;321100
"1402";1;188000
"1403";1;274200
"1404";1;162500
"1405";1;234700
"1406";1;450000
"1407";1;226800
"1408";1;83100
"1409";1;87500
"1410";1;165200
"1411";1;60700
"1412";1;167300
"1413";1;137500
"1414";1;313400
"1415";1;159900
"1416";1;161300
"1417";1;349100
"1418";1;176400
"1419";1;156300
"1420";1;219900
"1421";1;229200
"1422";1;107600
"1423";1;295200
"1424";1;500001
"1425";1;98100
"1426";1;3e+05
"1427";1;162500
"1428";1;265300
"1429";1;135300
"1430";1;214600
"1431";1;347700
"1432";1;204500
"1433";1;54600
"1434";1;165500
"1435";1;428600
"1436";1;115300
"1437";1;191700
"1438";1;193500
"1439";1;280000
"1440";1;166800
"1441";1;500001
"1442";1;65700
"1443";1;162500
"1444";1;107500
"1445";1;158600
"1446";1;321300
"1447";1;152100
"1448";1;271000
"1449";1;144000
"1450";1;246700
"1451";1;90300
"1452";1;437500
"1453";1;201200
"1454";1;180900
"1455";1;139100
"1456";1;243500
"1457";1;500001
"1458";1;142200
"1459";1;231800
"1460";1;137500
"1461";1;282100
"1462";1;124500
"1463";1;65000
"1464";1;277500
"1465";1;231200
"1466";1;105800
"1467";1;181300
"1468";1;65600
"1469";1;443900
"1470";1;183800
"1471";1;48700
"1472";1;271100
"1473";1;191100
"1474";1;257500
"1475";1;255100
"1476";1;442900
"1477";1;120700
"1478";1;113900
"1479";1;168800
"1480";1;112900
"1481";1;226800
"1482";1;175000
"1483";1;63500
"1484";1;500001
"1485";1;126900
"1486";1;254200
"1487";1;229500
"1488";1;139300
"1489";1;84000
"1490";1;297600
"1491";1;168100
"1492";1;74300
"1493";1;500001
"1494";1;500001
"1495";1;393200
"1496";1;76400
"1497";1;116300
"1498";1;67500
"1499";1;112500
"1500";1;84700
"1501";1;152200
"1502";1;83200
"1503";1;167600
"1504";1;291700
"1505";1;204800
"1506";1;230800
"1507";1;174200
"1508";1;130500
"1509";1;500001
"1510";1;270700
"1511";1;191100
"1512";1;132600
"1513";1;86400
"1514";1;162000
"1515";1;65800
"1516";1;91300
"1517";1;185900
"1518";1;178400
"1519";1;214700
"1520";1;70900
"1521";1;145800
"1522";1;187500
"1523";1;325000
"1524";1;68900
"1525";1;88000
"1526";1;238000
"1527";1;174100
"1528";1;430900
"1529";1;118100
"1530";1;109800
"1531";1;102600
"1532";1;200600
"1533";1;89400
"1534";1;144100
"1535";1;125400
"1536";1;118600
"1537";1;178100
"1538";1;128100
"1539";1;285800
"1540";1;90600
"1541";1;350000
"1542";1;171800
"1543";1;115000
"1544";1;166200
"1545";1;95900
"1546";1;170600
"1547";1;304500
"1548";1;44000
"1549";1;396400
"1550";1;125000
"1551";1;52500
"1552";1;77800
"1553";1;320500
"1554";1;159500
"1555";1;151900
"1556";1;100200
"1557";1;375000
"1558";1;225000
"1559";1;237500
"1560";1;62200
"1561";1;55100
"1562";1;69300
"1563";1;283600
"1564";1;136300
"1565";1;42100
"1566";1;98200
"1567";1;175700
"1568";1;213500
"1569";1;339300
"1570";1;164800
"1571";1;91800
"1572";1;192100
"1573";1;413000
"1574";1;500001
"1575";1;111100
"1576";1;340600
"1577";1;500001
"1578";1;243300
"1579";1;217100
"1580";1;255000
"1581";1;151400
"1582";1;500001
"1583";1;112500
"1584";1;207400
"1585";1;197600
"1586";1;229700
"1587";1;225800
"1588";1;500001
"1589";1;141300
"1590";1;265500
"1591";1;163500
"1592";1;103600
"1593";1;178600
"1594";1;169500
"1595";1;56500
"1596";1;267300
"1597";1;356100
"1598";1;134400
"1599";1;228100
"1600";1;301300
"1601";1;221100
"1602";1;294100
"1603";1;273100
"1604";1;500001
"1605";1;221200
"1606";1;225000
"1607";1;500001
"1608";1;240300
"1609";1;151800
"1610";1;250000
"1611";1;316900
"1612";1;78400
"1613";1;232500
"1614";1;173400
"1615";1;115200
"1616";1;143500
"1617";1;148200
"1618";1;238100
"1619";1;57100
"1620";1;278300
"1621";1;170100
"1622";1;154700
"1623";1;500001
"1624";1;271600
"1625";1;140700
"1626";1;500001
"1627";1;125900
"1628";1;363600
"1629";1;227800
"1630";1;165500
"1631";1;359900
"1632";1;174100
"1633";1;97300
"1634";1;500001
"1635";1;229900
"1636";1;153100
"1637";1;177100
"1638";1;129100
"1639";1;225700
"1640";1;206900
"1641";1;287600
"1642";1;115600
"1643";1;157800
"1644";1;279800
"1645";1;178500
"1646";1;209400
"1647";1;260000
"1648";1;87500
"1649";1;387700
"1650";1;111400
"1651";1;366700
"1652";1;127600
"1653";1;242200
"1654";1;309600
"1655";1;111800
"1656";1;87500
"1657";1;256300
"1658";1;358800
"1659";1;500001
"1660";1;161700
"1661";1;265800
